from_name,message,created_time,link,likes_count,comments_count,shares_count,title,Date,Time,z_like,z_comments,z_share
TEEPR 趣味新聞,爸爸真的好帥,2016-12-09T00:01:150000,http://www.teepr.com/517253/angelpan/%e8%b6%85%e6%9c%89%e5%9e%8b%e7%88%b6%e5%a5%b3%e6%aa%94%e6%a8%a1%e7%89%b9%e5%85%92/,35255,265,1112,「超有型的爆炸頭父女」合照讓全網路都暴動了，看到媽媽超正模樣才發現老天真的太不公平了！,1209,115,3.696708268,1.292000223,1.334490365
TEEPR 趣味新聞,恐怖...,2016-12-08T18:01:110000,http://www.teepr.com/517564/juliewu/%e6%81%90%e6%80%96%e8%bb%8d%e6%a0%a1%e5%81%87%e4%ba%ba%e8%a2%ab%e9%99%84%e8%ba%ab%e6%9c%83%e8%87%aa%e8%a1%8c%e8%b5%b0%e5%8b%95%e4%b8%a6%e6%94%bb%e6%93%8a%e5%ad%b8%e7%94%9f/,7181,33,395,這個軍校裡的假人被指揮官的鬼魂附身，晚上會自己走動並攻擊人，他們沒辦法只好把它的手給砍掉。,1208,180111,0.054056169,-0.37160779,0.081235071
TEEPR 趣味新聞,嗯...,2016-12-08T17:01:170000,http://www.teepr.com/517929/sharonlian/%e6%a1%83%e8%8a%b1%e5%af%b6%e5%af%b6%e6%95%b4%e5%bd%a2%e8%a2%ab%e5%b0%81%e9%ad%9a%e7%b2%be%e5%a5%b3/,2855,74,90,中國網紅繼「蛇精男」後又有「魚精女」，正面還好但一轉側面…網友嚇傻全都說「激似最醜動物」！,1208,170117,-0.507250128,-0.077608098,-0.451879105
TEEPR 趣味新聞,沒看過這麼感人的...！,2016-12-08T16:01:120000,http://www.teepr.com/609648/jonhsieh/%e8%80%81%e5%85%88%e7%94%9f%e5%8a%aa%e5%8a%9b%e5%ad%b8%e8%8b%b1%e6%96%87%e5%bd%b1%e7%89%87/,1917,12,97,波蘭老先生努力學英文「坐巴士走路都不停在學」，2:38秒處讓人眼眶都濕了…,1208,160112,-0.628957318,-0.522192998,-0.439643698
TEEPR 趣味新聞,有可能回歸？,2016-12-08T15:40:210000,http://www.teepr.com/609546/angelpan/%e7%be%8e%e5%9c%8b%e7%8f%be%e4%bb%bb%e5%89%af%e7%b8%bd%e7%b5%b1%e8%87%aa%e7%88%86%e5%8f%83%e9%81%b82020%e5%b9%b4%e7%b8%bd%e7%b5%b1%e5%a4%a7%e9%81%b8/,1779,3,7,74歲副總統拜登自爆「參選2020年美國總統」，歐巴馬可能再度”回歸”？,1208,154021,-0.646863067,-0.586729516,-0.596956078
TEEPR 趣味新聞,感人的轉變！,2016-12-08T15:20:200000,http://www.teepr.com/609738/sharonlian/%e9%a0%98%e9%a4%8a%e4%be%8f%e5%84%92%e7%97%87%e7%94%b7%e7%ab%a5/,10378,30,255,她領養「7歲只重3.6公斤」幾乎就要死掉的男童。1年後男童模樣證明「愛能產生奇蹟」！,1208,152020,0.468872681,-0.393119962,-0.163473075
TEEPR 趣味新聞,嗯...,2016-12-08T15:00:590000,http://www.teepr.com/610014/sharonlian/%e5%a5%b9%e6%b7%b1%e5%a4%9c%e4%b8%8a%e5%b1%b1%e6%b3%a1%e6%ba%ab%e6%b3%89%ef%bc%8c%e5%8d%bb%e9%a9%9a%e8%a6%8b%e3%80%8c%e7%88%b8%e7%88%b8%e8%b7%9f%e8%a6%aa%e5%ae%b6%e6%af%8d%e3%80%8d%e6%b6%bc%e4%ba%ad/,852,10,6,她深夜上山泡溫泉，卻驚見「爸爸跟親家母」涼亭吹風「濕濕的」…,1208,150059,-0.767142988,-0.536534446,-0.598703993
TEEPR 趣味新聞,不要亂剃,2016-12-08T14:45:160000,http://www.teepr.com/609997/cindyleung/%e7%a0%94%e7%a9%b6%e6%8c%87%e5%87%ba%e7%b5%95%e5%b0%8d%e4%b8%8d%e8%83%bd%e3%80%8c%e5%89%83%e9%99%b0%e6%af%9b%e3%80%8d%ef%bc%8c%e5%b0%b1%e7%ae%97%e7%9c%8b%e8%b5%b7%e4%be%86%e6%af%94%e8%bc%83%e5%a4%a7/,2018,65,65,研究指出絕對不能「剃陰毛」，就算看起來比較大也划不來！,1208,144516,-0.615852386,-0.142144616,-0.495576988
TEEPR 趣味新聞,好恐怖喔...,2016-12-08T14:30:290000,http://www.teepr.com/610116/sharonlian/%e6%b5%b7%e5%b1%b1%e7%a4%a6%e7%81%bd%e5%91%a8%e5%ae%97%e9%ad%af%e7%9a%84%e6%95%85%e4%ba%8b/,7207,60,239,他在20多年前靠「吃人肉」從礦災活下。記者問到：「若回到當時會怎麼選？」,1208,143029,0.057429716,-0.177998237,-0.19143972
TEEPR 趣味新聞,小孩長大前都有恐怖的能力...,2016-12-08T14:15:210000,http://www.teepr.com/609956/adrianchiang/%e6%81%90%e6%80%96%e5%b0%8f%e5%ad%a9%e8%aa%9e%e9%8c%84/,14980,324,1619,18個會讓你不想要小孩的「兒童超齡恐怖語錄」。#7爸媽被女兒詭異前世記憶嚇死！,1208,141521,1.065990475,1.715072951,2.220683438
TEEPR 趣味新聞,沒錯耶！,2016-12-08T14:00:540000,http://www.teepr.com/608723/angelpan/30%e5%89%87%e5%a5%b3%e7%94%9f%e7%88%86%e7%ac%91%e6%8e%a8%e7%89%b9%e8%b2%bc%e6%96%87/,687,0,5,30個「男生下輩子投胎變女生」才能看懂的超爆笑女生推特貼文。,1208,140054,-0.788552035,-0.608241688,-0.600451908
TEEPR 趣味新聞,台灣第一名讓我有點傻眼,2016-12-08T13:45:130000,http://www.teepr.com/609757/angelpan/%e9%80%99%e5%bc%b5%e5%9c%b0%e5%9c%96%e6%8f%ad%e9%9c%b2%e3%80%8c%e5%90%84%e5%9c%8b%e7%a8%b1%e9%9c%b8%e4%b8%96%e7%95%8c%e7%ac%ac%e4%b8%80%e3%80%8d%e7%9a%84%e8%b6%85%e5%8f%a6%e9%a1%9e%e9%a9%9a%e5%a5%87/,3821,39,329,這張地圖揭露「各國稱霸世界第一」的超另類驚奇事物，台灣第一名竟然是「這個」！,1208,134513,-0.381909887,-0.328583445,-0.034127341
TEEPR 趣味新聞,這沒必要崩潰吧？,2016-12-08T13:30:250000,http://www.teepr.com/610198/angelpan/gg%e5%92%8c%e5%88%a5%e4%ba%ba%e4%b8%8d%e4%b8%80%e6%a8%a3/,2042,8,57,GG跟別人不一樣！19歲少年質問媽媽，「不一樣真相」讓他破音大崩潰！(影片),1208,133025,-0.612738343,-0.550875895,-0.509560311
TEEPR 趣味新聞,其實超正！媽媽也好正,2016-12-08T13:15:120000,http://www.teepr.com/609608/juliewu/%e8%b1%86%e8%b1%86%e5%85%88%e7%94%9f%e5%a5%b3%e5%85%92%e9%95%b7%e9%80%99%e6%a8%a3/,31904,106,1178,大家都以為豆豆先生女兒會長得跟她爸一樣，但看到全家照後…因為媽媽更美！,1208,131512,3.261909978,0.151855076,1.449852777
TEEPR 趣味新聞,還不知道他們認識喔～,2016-12-08T13:00:420000,http://www.teepr.com/609948/sharonlian/%e8%89%be%e8%bf%aa%e7%91%9e%e5%be%b7%e6%9b%bc%e8%83%8c%e6%99%af/,11435,65,338,艾迪瑞德曼「比電影還精彩」真實背景大揭密！貴族家庭出身的他說「很對不起威廉王子…」,1208,130042,0.606020336,-0.142144616,-0.018396103
TEEPR 趣味新聞,機器都歧視華人,2016-12-08T12:45:110000,http://www.teepr.com/609942/cindyleung/%e5%8f%b0%e7%81%a3%e7%94%b7%e7%94%9f%e7%94%b3%e8%ab%8b%e7%b4%90%e8%a5%bf%e8%98%ad%e8%ad%b7%e7%85%a7%e6%99%82%e5%9b%a0%e3%80%8c%e6%b2%92%e6%9c%89%e6%89%93%e9%96%8b%e7%9c%bc%e7%9d%9b%e3%80%8d%e8%a2%ab/,2097,29,23,台灣男生申請紐西蘭護照時因「沒有打開眼睛」被拒收，網友：「連機器都會種族歧視」！,1208,124511,-0.605601994,-0.400290687,-0.568989432
TEEPR 趣味新聞,很漂亮耶,2016-12-08T12:30:250000,http://www.teepr.com/610157/juliewu/%e9%98%bf%e4%b8%ad%e8%88%8c%e5%90%bb%e5%a5%b3%e4%b8%bb%e6%92%ad/,4551,65,31,女主播與阿中街上舌吻3次說「不知道他有這樣」，現在「全裸照」還被挖出來…,1208,123025,-0.287191071,-0.142144616,-0.55500611
TEEPR 趣味新聞,真相是...？,2016-12-08T12:15:120000,http://www.teepr.com/609491/adrianchiang/%e5%b7%b4%e9%bb%8e%e6%9c%80%e5%be%8c%e6%8e%a2%e6%88%88%e5%bc%b7%e6%9a%b4%e6%88%b2%e5%b0%8e%e6%bc%94%e6%be%84%e6%b8%85/,993,6,11,《巴黎最後探戈》強暴戲未告知女主角？導演發表聲明駁斥「只有奶油不知道」！女主角口中出現破綻。,1208,121512,-0.748847984,-0.565217343,-0.589964416
TEEPR 趣味新聞,南韓人好像都很色...？,2016-12-08T12:00:400000,http://www.teepr.com/609945/angelpan/%e5%85%88%e6%84%9b%e6%84%9b%e5%be%8c%e9%85%8d%e5%b0%8d/,7974,165,568,韓國19禁深夜節目超越極限！鹹濕巨乳正妹「先愛愛後配對」滿意再帶回家！,1208,120040,0.156949348,0.574927804,0.383624424
TEEPR 趣味新聞,WOW！,2016-12-08T11:45:140000,http://www.teepr.com/610091/cindyleung/%e6%97%a5%e6%9c%ac%e7%9a%84500%e5%a1%8a%e7%a1%ac%e5%b9%a3%e5%85%b6%e5%af%a6%e9%9a%b1%e8%97%8f%e8%91%97%e3%80%8c%e7%a5%9e%e7%a7%98%e5%9c%8b%e5%ae%b6%e9%87%8d%e8%a6%81%e4%bf%a1%e6%81%af%e3%80%8d/,8418,46,507,日本的500塊硬幣其實隱藏著「神秘國家重要信息」，看完你會覺得日本人實在「不是地球人」！,1208,114514,0.214559149,-0.278388375,0.277001589
TEEPR 趣味新聞,喔～～～,2016-12-08T11:30:210000,http://www.teepr.com/609499/juliewu/%e5%b7%9d%e8%94%a1%e9%80%9a%e8%a9%b1%e6%98%af%e4%bb%96%e5%ae%89%e6%8e%92%e7%9a%84/,573,26,2,川普與蔡英文通電話其實早就計劃好的！大咖政客收400百萬元當牽線人！,1208,113021,-0.803343741,-0.421802859,-0.605695654
TEEPR 趣味新聞,天啊，左邊裡面那個是什麼驚喜？！我迫不及待想要知道！,2016-12-08T11:15:100000,http://www.teepr.com/603900/cindyleung/8%e5%80%8b%e7%aa%81%e7%a0%b4%e8%85%a6%e8%a2%8b%e6%a5%b5%e9%99%90%e7%9a%84%e5%8f%a6%e9%a1%9e%e7%a6%ae%e7%89%a9%e5%8c%85%e8%a3%9d/,4881,12,112,8個「突破腦袋極限」讓你感到哭笑不得的「另類禮物包裝」！,1208,111510,-0.244372976,-0.522192998,-0.413424968
TEEPR 趣味新聞,UBER該是非法的嗎？,2016-12-08T11:05:050000,http://www.teepr.com/610046/sharonlian/%E5%85%AC%E8%B7%AF%E6%B3%95%E6%8F%90%E9%AB%98%E7%BD%B0%E5%89%87uber%E5%88%8A%E5%BB%A3%E5%91%8A/,589,24,6,交通部審《公路法》調高罰則，UBER嗆「立委酒駕罰9萬，開UBER罰民眾2500萬元？」立委氣炸。,1208,110505,-0.801267712,-0.436144308,-0.598703993
TEEPR 趣味新聞,現在變得很MAN！,2016-12-08T10:58:060000,http://www.teepr.com/610020/angelpan/%e7%95%b6%e5%b9%b4%e5%9c%a8%e3%80%8a%e9%80%83%e5%ad%b8%e5%a8%81%e9%be%8d%e3%80%8b%e6%89%93%e5%91%a8%e6%98%9f%e9%a6%b3%e7%9a%84%e5%b0%8f%e6%b7%b7%e6%b7%b7%e8%ac%9d%e5%81%89%e5%82%91/,3471,30,106,當年在《逃學威龍》打周星馳的小混混「小妖」，現在「當司機」超MAN完全認不出來！,1208,105806,-0.427323017,-0.393119962,-0.42391246
TEEPR 趣味新聞,能理解啦,2016-12-08T10:45:110000,http://www.teepr.com/610037/cindyleung/%e9%9b%a2%e5%a9%9a%e5%be%8c%e6%8f%90%e5%88%b0selina%e6%99%82%e9%98%bf%e4%b8%ad%e9%9d%9e%e5%b8%b8%e3%80%8c%e7%81%ab%e5%a4%a7%e3%80%8d%ef%bc%8c%e4%b9%8b%e5%89%8d%e6%9b%be%e8%aa%aa%e6%98%af%e3%80%8c/,1174,12,1,離婚後提到Selina時阿中非常「火大」，之前曾說是「兄妹」現在「不想扯上關係」！,1208,104511,-0.725362907,-0.522192998,-0.60744357
TEEPR 趣味新聞,這個設計師很故意喔,2016-12-08T10:30:180000,http://www.teepr.com/609990/juliewu/%e6%99%82%e4%bb%a3%e9%81%b8%e5%b7%9d%e6%99%ae%e7%82%ba%e5%b9%b4%e5%ba%a6%e9%a2%a8%e9%9b%b2%e4%ba%ba%e7%89%a9/,2151,2,12,川普被選為「時代年度風雲人物」，「看到故意亮點」設計封面的人可能要坐大牢了！,1208,103018,-0.598595396,-0.59390024,-0.588216501
TEEPR 趣味新聞,這一部可以叫鋼鐵人4吧？,2016-12-08T10:00:320000,http://www.teepr.com/610183/angelpan/%e3%80%8a%e8%9c%98%e8%9b%9b%e4%ba%ba%ef%bc%9a%e6%ad%b8%e9%84%89%e3%80%8b17%e7%a7%92%e5%89%8d%e5%b0%8e%e9%a0%90%e5%91%8a%e7%89%87/,5450,54,343,《蜘蛛人：返校日》前導預告片釋出！短短17秒「鋼鐵人送大禮」帥到炸啦！,1208,100032,-0.170544201,-0.221022582,-0.009656526
TEEPR 趣味新聞,肯伊已經抓狂了？,2016-12-08T09:45:070000,http://www.teepr.com/610110/angelpan/%e9%87%91%e5%8d%a1%e9%81%94%e5%a4%8f%e9%a9%9a%e5%82%b3%e6%83%b3%e9%9b%a2%e5%a9%9a/,697,5,2,肯伊日前緊急送醫後，金卡達夏被爆密謀離婚。她說已經忍「肯伊怪異行為」很久了！,1208,94507,-0.787254517,-0.572388067,-0.605695654
TEEPR 趣味新聞,大家冷靜點,2016-12-08T09:30:180000,http://www.teepr.com/610101/angelpan/%e4%b8%ad%e5%9c%8b%e8%a6%81%e6%b1%82%e5%88%a5%e8%ae%93%e8%94%a1%e8%8b%b1%e6%96%87%e9%81%8e%e5%a2%83%e9%81%ad%e7%be%8e%e5%9c%8b%e6%89%93%e8%87%89/,5408,133,73,中國出招了！大動作施壓「不准讓小英過境」，川普不但不甩還狠狠打臉！,1208,93018,-0.175993776,0.34546463,-0.481593666
TEEPR 趣味新聞,這個老闆也太猛了！,2016-12-08T09:15:150000,http://www.teepr.com/610147/cindyleung/%e6%96%b0%e5%8a%a0%e5%9d%a1%e8%80%81%e9%97%86%e8%b1%aa%e8%8a%b11600%e8%90%ac%e6%96%b0%e5%8f%b0%e5%b9%a3%e3%80%8c%e5%85%a8%e8%b2%bb%e8%b3%87%e5%8a%a9%e5%93%a1%e5%b7%a5%e5%8e%bb%e5%a4%a9%e5%a0%82/,2578,12,71,新加坡老闆豪花1600萬新台幣「全費資助員工去天堂」，但原來每個員工背後都有「悲慘的過去」！,1208,91515,-0.543191377,-0.522192998,-0.485089496
TEEPR 趣味新聞,好萌的身高差,2016-12-08T09:00:240000,http://www.teepr.com/610038/angelpan/%e8%ac%9d%e9%9c%86%e9%8b%92%e7%8e%8b%e8%8f%b2%e8%ba%ab%e9%ab%98%e5%b7%ae%e5%b0%8f%e9%b3%a5%e4%be%9d%e4%ba%ba/,1643,8,5,王菲、謝霆鋒十指緊扣「回愛巢」爆恩愛，但最”萌”身高差被網友虧爆！,1208,90024,-0.664509312,-0.550875895,-0.600451908
TEEPR 趣味新聞,找到前世了,2016-12-08T08:40:140000,http://www.teepr.com/609369/juliewu/%e6%ab%bb%e8%8a%b1%e5%a6%b9%e8%b7%9f%e5%85%83%e6%9c%9d%e7%9a%87%e5%90%8e%e6%92%9e%e8%87%89/,18294,99,360,臉圓圓日本妹逛故宮「意外遇到自己前前前世」！網友大呼「有種命中註定的感覺！」,1208,84014,1.495987948,0.101660007,0.020058035
TEEPR 趣味新聞,預告片的預告片？！,2016-12-08T08:20:110000,http://www.teepr.com/609084/jonhsieh/%e7%8e%a9%e5%91%bd%e9%97%9c%e9%a0%ad8%e9%a0%90%e5%91%8a%e7%89%87%e7%9a%84%e9%a0%90%e5%91%8a%e7%89%87/,5606,11,232,《玩命關頭8》預告片的預告片，強大卡司馮·迪索：「這是最猛最快的！」,1208,82011,-0.150302919,-0.529363722,-0.203675128
TEEPR 趣味新聞,他知道自己在做什麼嗎？！,2016-12-08T08:00:170000,http://www.teepr.com/609998/angelpan/%e8%80%81%e5%a4%96%e5%90%83%e3%80%8c%e7%b6%adx%e7%82%b8%e9%86%ac%e9%ba%b5%e3%80%8d%e7%85%a7%e7%89%87/,5471,145,109,老外吃「維X炸醬麵」的怪異方法，意外掀起台灣兩派網友激辯大戰！,1208,80017,-0.167819413,0.43151332,-0.418668714
TEEPR 趣味新聞,！！！,2016-12-08T07:40:050000,http://www.teepr.com/609943/juliewu/%e5%93%a1%e8%ad%a6%e8%97%89%e6%a9%9f%e6%80%a7%e4%be%b5%e5%a0%b1%e6%a1%88%e5%a5%b3%e5%ad%90/,1314,16,32,警察狂傳Line問報案女子「一個人住嗎？」，直接跑到她家性侵…,1208,74005,-0.707197655,-0.493510101,-0.553258194
TEEPR 趣味新聞,教官好帥！,2016-12-08T07:21:320000,http://www.teepr.com/608875/sharonlian/%e8%a8%82%e9%a3%b2%e6%96%99%e8%a2%ab%e6%8a%93%e5%8c%85/,12063,203,168,高中女生偷訂飲料，「教官帥氣倚欄杆」直接抓包！,1208,72132,0.687504468,0.847415323,-0.315541709
TEEPR 趣味新聞,育兒就是有點...會想笑完後哭，哭完後笑,2016-12-08T07:00:480000,http://www.teepr.com/607486/sharonlian/%e6%85%88%e7%88%b6%e8%82%b2%e5%85%92%e6%bc%ab%e7%95%ab/,1813,8,100,11則會讓你哭完再笑的「有點黑暗慈父育兒漫畫」。#12道盡天下父母心！,1208,70048,-0.642451506,-0.550875895,-0.434399952
TEEPR 趣味新聞,好狠...可能男生永遠都無法MAN了...,2016-12-08T06:30:410000,http://www.teepr.com/597028/sharonlian/%e8%b6%85%e5%97%86%e8%87%89%e6%9b%b8%e7%95%99%e8%a8%80/,2295,9,86,15則「原PO已經被嗆到往生」的臉書爆笑留言。#3「我的GG超大，有到A伸到Z！」,1208,63041,-0.579911137,-0.543705171,-0.458870766
TEEPR 趣味新聞,奧客天堂,2016-12-08T06:00:370000,http://www.teepr.com/608902/jonhsieh/%e5%b0%8d40%e7%ae%b1%e5%a5%87%e7%95%b0%e6%9e%9c%e4%b8%8b%e6%89%8b%e7%9a%84%e7%94%b7%e5%ad%90/,1284,19,14,好市多碰到對40箱奇異果「下手」的「奇異博士」，還嗆員工「很小力！」,1208,60037,-0.711090209,-0.471997929,-0.58472067
TEEPR 趣味新聞,你能當CEO嗎？,2016-12-08T05:00:330000,http://www.teepr.com/608738/cindyleung/%e9%95%b7%e6%9c%9f%e7%a0%94%e7%a9%b6%e7%99%bc%e7%8f%be%ef%bc%9a5%e5%80%8b%e8%b7%a1%e8%b1%a1%e9%a1%af%e7%a4%ba%e3%80%8c%e4%bd%a0%e6%98%af%e6%88%90%e7%82%baceo%e5%9f%b7%e8%a1%8c%e9%95%b7%e7%9a%84/,1402,11,83,長期研究發現：5個跡象顯示「你是成為CEO執行長的料」！#1可以看出一定要是天生的！,1208,50033,-0.695779496,-0.529363722,-0.464114512
TEEPR 趣味新聞,一脫就回不去了？,2016-12-08T04:30:220000,http://www.teepr.com/609422/juliewu/10%e5%b9%b4%e8%b3%87%e6%ad%b7%e5%a4%96%e6%8b%8d%e9%ba%bb%e8%b1%86%e5%88%86%e4%ba%ab%e5%a4%96%e6%8b%8d%e7%a7%98%e8%be%9b/,2902,11,47,10年資歷外拍正妹「透露外拍秘辛」賺超多，網友大推「一脫就回不去了…」,1208,43022,-0.501151793,-0.529363722,-0.527039464
TEEPR 趣味新聞,這家店太棒了！,2016-12-08T04:00:340000,http://www.teepr.com/609308/sharonlian/%e9%9b%87%e7%94%a8%e9%80%80%e4%bc%91%e8%bb%8d%e4%ba%ba%e8%b7%9f%e8%bc%94%e5%8a%a9%e7%8a%ac/,7646,18,111,退伍軍人左膝不能彎曲只能跟輔助犬一同面試，於是公司就「一口氣錄取兩名新員工」萌爆顧客！,1208,40034,0.114390757,-0.479168653,-0.415172883
TEEPR 趣味新聞,16歲拍得就已經比專業的還要好了,2016-12-08T03:00:370000,http://www.teepr.com/608939/jonhsieh/18%e5%bc%b56%e6%ad%b2%e6%94%9d%e5%bd%b1%e5%a4%a9%e6%89%8d%e9%a2%a8%e6%99%af%e7%85%a7/,18093,66,1331,18張由才16歲攝影天才拍出的「超美風景照」，比電腦特效還要美太多了！,1208,30037,1.469907836,-0.134973891,1.717283822
TEEPR 趣味新聞,怎麼拆散他們呢？,2016-12-08T02:00:470000,http://www.teepr.com/608907/jonhsieh/%e4%b9%9d%e6%8a%8a%e5%88%80%e5%81%9c%e8%bb%8a%e5%a0%b4%e9%a9%9a%e8%a6%8b%e8%9f%91%e8%9e%82%e5%95%aa%e5%95%aa%e5%95%aa/,1047,12,3,九把刀停車場驚見「激情啪啪啪」，網友「幫他們體會”升天”吧…」,1208,20047,-0.741841386,-0.522192998,-0.603947739
TEEPR 趣味新聞,這正義，晚了22年,2016-12-08T01:00:580000,http://www.teepr.com/608511/cindyleung/21%e6%ad%b2%e8%81%b6%e6%a8%b9%e6%96%8c%e8%a2%ab%e6%8c%87%e5%a7%a6%e6%ae%ba%e5%a5%b3%e5%ad%90%e5%86%a4%e6%ad%bb%e3%80%8c%e5%8f%af%e8%83%bd%e6%9c%89%e9%99%b0%e8%ac%80%e3%80%8d%ef%bc%8c22%e5%b9%b4/,1824,36,44,21歲聶樹斌被指姦殺女子冤死「可能有陰謀」，22年後終於沉冤得雪母親哭崩「正義來得太遲了」。,1208,10058,-0.641024236,-0.350095617,-0.53228321
TEEPR 趣味新聞,台灣男生慘,2016-12-08T00:01:020000,http://www.teepr.com/516915/jonhsieh/108%e5%80%8b%e5%9c%8b%e5%ae%b6%e7%9a%84%e3%80%8c%e5%b9%b3%e5%9d%87%e8%83%b8%e9%83%a8%e5%a4%a7%e5%b0%8f%e3%80%8d%e7%b5%b1%e8%a8%88%e7%b5%90%e6%9e%9c/,8878,201,680,108個國家的「平均胸部大小」統計結果出來了，現在才發現台灣的男生沒有手福…,1208,102,0.274244978,0.833073875,0.579390941
TEEPR 趣味新聞,好懷念！,2016-12-07T23:01:360000,http://www.teepr.com/593927/jonhsieh/%e5%b9%bd%e9%81%8a%e7%99%bd%e6%9b%b8%e6%88%b8%e6%84%9a%e5%91%82%e5%87%ba%e7%8f%be%e5%9c%a8%e6%9d%b1%e4%ba%ac/,3367,30,115,東京街頭出現了「讓七八年級生懷念到爆」的墨鏡肌肉男<U6238>愚呂弟！他哥在他肩膀上超詭異。,1207,230136,-0.440817205,-0.393119962,-0.408181222
TEEPR 趣味新聞,太可愛了！,2016-12-07T22:01:290000,http://www.teepr.com/603846/valchou/%e4%b8%89%e6%ad%b2%e5%b0%8f%e7%94%b7%e5%ad%a9%e8%b7%9f%e6%8b%89%e5%b8%83%e6%8b%89%e5%a4%9a%e7%8a%ac%e6%9c%80%e6%a3%92%e7%9a%84%e5%8f%8b%e6%83%85/,8956,38,474,3歲男孩跟狗麻吉「感情超好」融化10萬粉絲，一起看夕陽那張萌翻全世界！(13張),1207,220129,0.284365618,-0.335754169,0.219320383
TEEPR 趣味新聞,保鏢數量恐怖,2016-12-07T18:01:180000,http://www.teepr.com/517001/jonhsieh/%E6%97%A5%E6%9C%AC%E5%A4%A9%E7%9A%87%E8%88%87%E5%A4%AB%E4%BA%BA%E6%90%AD%E5%9C%B0%E9%90%B5/,6682,35,135,日本網友拍到天皇與夫人搭地鐵的影片，當天皇走過後一看後面…那保鏢規模讓路人嚇到趕快退兩步！,1207,180118,-0.01068998,-0.357266341,-0.373222915
TEEPR 趣味新聞,會很想試一次呢！,2016-12-07T17:01:190000,http://www.teepr.com/517102/adayang/%e6%be%b3%e6%b4%b2%e4%b8%bb%e9%a1%8c%e5%85%ac%e5%9c%92%e9%b1%b7%e9%ad%9a%e6%bd%9b%e6%b0%b4%e7%b1%a0%e5%ad%90/,16052,103,616,很多人都跑去這「死亡之籠」跟鱷魚玩命！看到鱷魚的「特別表演」我覺得付我錢都不敢！,1207,170119,1.205084408,0.130342904,0.46752436
TEEPR 趣味新聞,唉...白天不懂夜的黑,2016-12-07T16:01:010000,http://www.teepr.com/608805/sharonlian/%e5%b0%8f%e8%83%b8%e9%83%a8%e5%a5%b3%e5%ad%a9%e5%9b%b0%e6%93%be/,3512,93,252,14張會讓小胸部女孩淚流滿面的超中肯「平面圖」。但最後兩張會讓大胸女孩羨慕到爆！,1207,160101,-0.422003194,0.058635662,-0.168716821
TEEPR 趣味新聞,！,2016-12-07T15:40:170000,http://www.teepr.com/609140/sharonlian/%e5%8f%b0%e7%81%a3%e8%b3%87%e5%84%aa%e7%94%9f%e5%be%90%e7%91%9e%e4%bc%af%e8%a2%ab%e7%95%b6%e4%b8%ad%e5%9c%8b%e4%ba%ba/,3338,53,49,台灣資優生考進最難進大學「被當中國人」，拿台灣護照被摩洛哥海關「拒絕入境」…,1207,154017,-0.444580007,-0.228193306,-0.523543634
TEEPR 趣味新聞,結局太詭異了,2016-12-07T15:20:190000,http://www.teepr.com/609132/adrianchiang/%e8%b6%85%e6%ad%aa%e7%ab%a5%e8%a9%b1%e6%95%85%e4%ba%8b/,4828,101,324,「從一開始就歪掉」結局徹底摧殘你的童年！公主「奶夾功」太銷魂了… (12張圖),1207,152019,-0.251249822,0.116001455,-0.042866917
TEEPR 趣味新聞,中肯到恐怖,2016-12-07T15:01:020000,http://www.teepr.com/609205/sharonlian/12%e5%bc%b5%e3%80%8c%e4%b8%ad%e8%82%af%e5%88%b0%e4%bd%a0%e5%93%ad%e5%87%ba%e4%be%86%e3%80%8d%e7%88%86%e7%ac%91%e7%94%9f%e6%b4%bb%e6%8f%92%e7%95%ab%e3%80%828%e7%94%b7%e4%ba%ba%e6%b0%b8%e9%81%a0/,11596,118,747,12張「中肯到你哭出來」爆笑生活插畫。#8男人永遠都不懂的東西！,1207,150102,0.626910376,0.237903767,0.696501268
TEEPR 趣味新聞,這女子，是個天使啊！,2016-12-07T14:45:160000,http://www.teepr.com/608662/angelpan/%e7%95%b6%e5%b9%b4%e4%bb%96%e6%9c%9d%e5%a5%b9%e8%87%89%e9%83%a8%e9%96%8b%e6%a7%8d%e3%80%8c%e5%9a%b4%e9%87%8d%e6%af%80%e5%ae%b9%e3%80%8d/,12682,78,435,當年她被男子狠狠開槍「嚴重毀容」差點死掉，現在她救兇手出獄還成了「他的媽媽」！,1207,144516,0.767820834,-0.048925201,0.151151685
TEEPR 趣味新聞,殺狗就可以？,2016-12-07T14:30:310000,http://www.teepr.com/608767/juliewu/%e5%a5%b3%e7%94%9f%e8%89%b2%e8%89%b2%e7%89%87%e8%a2%ab%e9%97%9c%e7%9b%a3%e7%89%a2/,1044,32,32,「殺動物無罪但拍色片大罪！」21歲中國年輕正妹組團拍4P色片流傳網路，後被判入獄4年。,1207,143031,-0.742230642,-0.378778514,-0.553258194
